locus_tag	ftype	length_bp	gene	EC_number	COG	product
BPEKLNGJ_01057	CDS	339				hypothetical protein
BPEKLNGJ_01058	CDS	465				hypothetical protein
BPEKLNGJ_01059	CDS	1419	yflS		COG0471	Putative malate transporter YflS
BPEKLNGJ_01060	CDS	909	rarD		COG2962	Protein RarD
BPEKLNGJ_01061	CDS	576				hypothetical protein
BPEKLNGJ_01062	CDS	1017	nixA		COG3376	Nickel transporter NixA
BPEKLNGJ_01063	CDS	795	nhoA	2.3.1.118	COG2162	Arylamine N-acetyltransferase / N-hydroxyarylamine O-acetyltransferase
BPEKLNGJ_01064	CDS	513				hypothetical protein
BPEKLNGJ_01065	CDS	759	bceA_1		COG1136	Bacitracin export ATP-binding protein BceA
BPEKLNGJ_01066	CDS	1881	bceB_2		COG0577	Bacitracin export permease protein BceB
BPEKLNGJ_01067	CDS	192				hypothetical protein
BPEKLNGJ_01068	CDS	201	cspLA		COG1278	Cold shock-like protein CspLA
BPEKLNGJ_01069	CDS	570				hypothetical protein
BPEKLNGJ_01070	CDS	396				hypothetical protein
BPEKLNGJ_01071	CDS	354				hypothetical protein
BPEKLNGJ_01072	CDS	840	noc		COG1475	Nucleoid occlusion protein
BPEKLNGJ_01073	CDS	720	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
BPEKLNGJ_01074	CDS	1878	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
BPEKLNGJ_01075	CDS	1380	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
BPEKLNGJ_01076	CDS	348	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
BPEKLNGJ_01077	CDS	138	rpmH			50S ribosomal protein L34
BPEKLNGJ_01078	CDS	1362	dnaA			Chromosomal replication initiator protein DnaA
BPEKLNGJ_01079	CDS	1134	dnaN			Beta sliding clamp
BPEKLNGJ_01080	CDS	237				hypothetical protein
BPEKLNGJ_01081	CDS	1113	recF		COG1195	DNA replication and repair protein RecF
BPEKLNGJ_01082	CDS	1935	gyrB	5.6.2.2		DNA gyrase subunit B
BPEKLNGJ_01083	CDS	2664	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
BPEKLNGJ_01084	CDS	813	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
BPEKLNGJ_01085	CDS	1515	hutH	4.3.1.3		Histidine ammonia-lyase
BPEKLNGJ_01086	CDS	1287	serS	6.1.1.11		Serine--tRNA ligase
BPEKLNGJ_01087	CDS	696				hypothetical protein
BPEKLNGJ_01088	CDS	330				hypothetical protein
BPEKLNGJ_01089	CDS	969	metXA	2.3.1.31	COG2021	Homoserine O-acetyltransferase
BPEKLNGJ_01090	CDS	924				hypothetical protein
BPEKLNGJ_01091	CDS	1968	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
BPEKLNGJ_01092	CDS	447	rplI			50S ribosomal protein L9
BPEKLNGJ_01093	CDS	1401	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
BPEKLNGJ_01094	CDS	1284	purA	6.3.4.4		Adenylosuccinate synthetase
BPEKLNGJ_01095	tRNA	75				tRNA-Glu(ttc)
BPEKLNGJ_01096	tRNA	73				tRNA-Asp(gtc)
BPEKLNGJ_01097	CDS	702	walR		COG0745	Transcriptional regulatory protein WalR
BPEKLNGJ_01098	CDS	1827	walK	2.7.13.3		Sensor protein kinase WalK
BPEKLNGJ_01099	CDS	1335				hypothetical protein
BPEKLNGJ_01100	CDS	789	yycI		COG4853	Two-component system WalR/WalK regulatory protein YycI
BPEKLNGJ_01101	CDS	801	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
BPEKLNGJ_01102	CDS	2319				hypothetical protein
BPEKLNGJ_01103	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
BPEKLNGJ_01104	CDS	444				hypothetical protein
BPEKLNGJ_01105	CDS	1182				hypothetical protein
BPEKLNGJ_01106	CDS	453	dus_1	1.3.1.-		putative tRNA-dihydrouridine synthase
BPEKLNGJ_01107	CDS	756				hypothetical protein
BPEKLNGJ_01108	CDS	261				hypothetical protein
BPEKLNGJ_01109	CDS	1068	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
BPEKLNGJ_01110	CDS	1335	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
BPEKLNGJ_01111	CDS	1194				hypothetical protein
BPEKLNGJ_01112	CDS	987	dus_2	1.3.1.-		putative tRNA-dihydrouridine synthase
BPEKLNGJ_01113	CDS	204				hypothetical protein
BPEKLNGJ_01114	CDS	297				hypothetical protein
BPEKLNGJ_01115	CDS	603				hypothetical protein
BPEKLNGJ_01116	CDS	3153				hypothetical protein
BPEKLNGJ_01117	CDS	483				hypothetical protein
BPEKLNGJ_01118	CDS	987	plc	4.6.1.13		1-phosphatidylinositol phosphodiesterase
BPEKLNGJ_01119	CDS	771				putative lipoprotein
BPEKLNGJ_01120	CDS	804				putative lipoprotein
BPEKLNGJ_01121	CDS	780				putative lipoprotein
BPEKLNGJ_01122	CDS	804				putative lipoprotein
BPEKLNGJ_01123	CDS	768				putative lipoprotein
BPEKLNGJ_01124	CDS	768				putative lipoprotein
BPEKLNGJ_01125	CDS	2238	rhaR_1			HTH-type transcriptional activator RhaR
BPEKLNGJ_01126	CDS	1179	scmP_2	3.5.1.-	COG1473	N-acetylcysteine deacetylase
BPEKLNGJ_01127	CDS	1389	norB_2			Quinolone resistance protein NorB
BPEKLNGJ_01128	CDS	1668				hypothetical protein
BPEKLNGJ_01129	CDS	1776		4.2.1.53	COG4716	Oleate hydratase
BPEKLNGJ_01130	CDS	474				hypothetical protein
BPEKLNGJ_01131	CDS	1593	lctP_2		COG1620	L-lactate permease
BPEKLNGJ_01132	CDS	1503	spa			Immunoglobulin G-binding protein A
BPEKLNGJ_01133	CDS	753	sarS			HTH-type transcriptional regulator SarS
BPEKLNGJ_01134	CDS	999	yfhA		COG0609	putative siderophore transport system permease protein YfhA
BPEKLNGJ_01135	CDS	996	yfiZ_2		COG0609	putative siderophore transport system permease protein YfiZ
BPEKLNGJ_01136	CDS	993	yfiY		COG0614	putative siderophore-binding lipoprotein YfiY
BPEKLNGJ_01137	CDS	981	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
BPEKLNGJ_01138	CDS	1011	sbnB	1.5.1.51	COG2423	N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase
BPEKLNGJ_01139	CDS	1755	sbnC	6.3.2.56	COG4264	Staphyloferrin B synthase
BPEKLNGJ_01140	CDS	1173	sbnD			Staphyloferrin B transporter
BPEKLNGJ_01141	CDS	1737	sbnE	6.3.2.54	COG4264	L-2,3-diaminopropanoate--citrate ligase
BPEKLNGJ_01142	CDS	1779	sbnF	6.3.2.55	COG4264	2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase
BPEKLNGJ_01143	CDS	777	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
BPEKLNGJ_01144	CDS	1203	sbnH	4.1.1.117	COG0019	2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase
BPEKLNGJ_01145	CDS	765	sbnI	2.7.1.225	COG1475	L-serine kinase SbnI
BPEKLNGJ_01146	CDS	408				hypothetical protein
BPEKLNGJ_01147	CDS	627				hypothetical protein
BPEKLNGJ_01148	CDS	777	butA	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
BPEKLNGJ_01149	CDS	972	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
BPEKLNGJ_01150	CDS	693				hypothetical protein
BPEKLNGJ_01151	CDS	1167	wbnH	2.4.1.306		O-antigen biosynthesis glycosyltransferase WbnH
BPEKLNGJ_01152	CDS	1239				hypothetical protein
BPEKLNGJ_01153	CDS	1431				hypothetical protein
BPEKLNGJ_01154	CDS	600	sodM	1.15.1.1		Superoxide dismutase [Mn/Fe] 2
BPEKLNGJ_01155	CDS	723				putative protein
BPEKLNGJ_01156	CDS	741				hypothetical protein
BPEKLNGJ_01157	CDS	708	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
BPEKLNGJ_01158	CDS	1359	tet(38)			tetracycline efflux MFS transporter Tet(38)
BPEKLNGJ_01159	CDS	663	deoC1	4.1.2.4		Deoxyribose-phosphate aldolase 1
BPEKLNGJ_01160	CDS	1179	deoB	5.4.2.7		Phosphopentomutase
BPEKLNGJ_01161	CDS	816	phnE_1		COG3639	Phosphate-import permease protein PhnE
BPEKLNGJ_01162	CDS	801	phnE_2		COG3639	Phosphate-import permease protein PhnE
BPEKLNGJ_01163	CDS	774	glnQ			Glutamine transport ATP-binding protein GlnQ
BPEKLNGJ_01164	CDS	957	phnD2		COG3221	putative ABC transporter phosphonate/phosphite binding protein PhnD2
BPEKLNGJ_01165	CDS	1545				hypothetical protein
BPEKLNGJ_01166	CDS	1536	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
BPEKLNGJ_01167	CDS	768				hypothetical protein
BPEKLNGJ_01168	CDS	1176				hypothetical protein
BPEKLNGJ_01169	CDS	2610	adhE		COG1012	Aldehyde-alcohol dehydrogenase
BPEKLNGJ_01170	CDS	669	cap8A_2		COG3944	Capsular polysaccharide type 8 biosynthesis protein cap8A
BPEKLNGJ_01171	CDS	687	ywqD_2	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
BPEKLNGJ_01172	CDS	765	ywqE_2	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
BPEKLNGJ_01173	CDS	1824	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
BPEKLNGJ_01174	CDS	1029	capD	5.1.3.2	COG1086	UDP-glucose 4-epimerase
BPEKLNGJ_01175	CDS	1110	wbjC	1.1.1.367		UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
BPEKLNGJ_01176	CDS	1125	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
BPEKLNGJ_01177	CDS	627	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
BPEKLNGJ_01178	CDS	1110				hypothetical protein
BPEKLNGJ_01179	CDS	1167				hypothetical protein
BPEKLNGJ_01180	CDS	1206				hypothetical protein
BPEKLNGJ_01181	CDS	1206				hypothetical protein
BPEKLNGJ_01182	CDS	558	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
BPEKLNGJ_01183	CDS	888	fcl	1.1.1.271		GDP-L-fucose synthase
BPEKLNGJ_01184	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
BPEKLNGJ_01185	CDS	1146	mnaA_2	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
BPEKLNGJ_01186	CDS	327	isdI	1.14.99.48		Heme oxygenase (staphylobilin-producing) 2
BPEKLNGJ_01187	CDS	384	ybaN		COG2832	Inner membrane protein YbaN
BPEKLNGJ_01188	CDS	1488	aldA	1.2.1.3		Putative aldehyde dehydrogenase AldA
BPEKLNGJ_01189	CDS	960	czcD_2		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
BPEKLNGJ_01190	CDS	204				hypothetical protein
BPEKLNGJ_01191	CDS	513				hypothetical protein
BPEKLNGJ_01192	CDS	741	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
BPEKLNGJ_01193	CDS	975				hypothetical protein
BPEKLNGJ_01194	CDS	762	ssuC		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
BPEKLNGJ_01195	CDS	1035				hypothetical protein
BPEKLNGJ_01196	CDS	360				hypothetical protein
BPEKLNGJ_01197	CDS	1176		1.17.1.9		Formate dehydrogenase
BPEKLNGJ_01198	CDS	1251	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
BPEKLNGJ_01199	CDS	7176	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
BPEKLNGJ_01200	CDS	645				hypothetical protein
BPEKLNGJ_01201	CDS	495	yagU		COG3477	Inner membrane protein YagU
BPEKLNGJ_01202	CDS	765	argB	2.7.2.8	COG0548	Acetylglutamate kinase
BPEKLNGJ_01203	CDS	1242	argJ			Arginine biosynthesis bifunctional protein ArgJ
BPEKLNGJ_01204	CDS	1035	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
BPEKLNGJ_01205	CDS	1185	rocD2_1	2.6.1.13		Ornithine aminotransferase 2
BPEKLNGJ_01206	CDS	1332	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
BPEKLNGJ_01207	CDS	558	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
BPEKLNGJ_01208	CDS	1641	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
BPEKLNGJ_01209	CDS	2046	ptsG_1	2.7.1.199		PTS system glucose-specific EIICBA component
BPEKLNGJ_01210	CDS	1056				hypothetical protein
BPEKLNGJ_01211	CDS	897	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
BPEKLNGJ_01212	CDS	1455				PTS system EIIBC component
BPEKLNGJ_01213	CDS	879	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
BPEKLNGJ_01214	CDS	282				hypothetical protein
BPEKLNGJ_01215	CDS	2790	hsdR	3.1.21.3		Type-1 restriction enzyme R protein
BPEKLNGJ_01216	CDS	600				hypothetical protein
BPEKLNGJ_01217	CDS	1113				hypothetical protein
BPEKLNGJ_01218	CDS	681	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
BPEKLNGJ_01219	CDS	1179	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
BPEKLNGJ_01220	CDS	222				hypothetical protein
BPEKLNGJ_01221	CDS	1719				hypothetical protein
BPEKLNGJ_01222	CDS	435				hypothetical protein
BPEKLNGJ_01223	CDS	723	natA	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
BPEKLNGJ_01224	CDS	177				hypothetical protein
BPEKLNGJ_01225	CDS	1593	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
BPEKLNGJ_01226	CDS	1434				hypothetical protein
BPEKLNGJ_01227	CDS	1164				hypothetical protein
BPEKLNGJ_01228	CDS	1776				hypothetical protein
BPEKLNGJ_01229	CDS	2007	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
BPEKLNGJ_01230	CDS	774				putative lipoprotein
BPEKLNGJ_01231	CDS	627	azoR	1.7.1.17		FMN-dependent NADH-azoreductase
BPEKLNGJ_01232	CDS	579				hypothetical protein
BPEKLNGJ_01233	CDS	1098	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
BPEKLNGJ_01234	CDS	1272	cycB		COG2182	Cyclodextrin-binding protein
BPEKLNGJ_01235	CDS	1269				hypothetical protein
BPEKLNGJ_01236	CDS	840	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
BPEKLNGJ_01237	CDS	1077	gfo	1.1.99.28		Glucose--fructose oxidoreductase
BPEKLNGJ_01238	CDS	1041	iolG	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
BPEKLNGJ_01239	CDS	969				hypothetical protein
BPEKLNGJ_01240	CDS	495				hypothetical protein
BPEKLNGJ_01241	CDS	1380	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
BPEKLNGJ_01242	CDS	759			COG4753	putative response regulatory protein
BPEKLNGJ_01243	CDS	1557		2.7.13.3	COG2972	putative sensor-like histidine kinase
BPEKLNGJ_01244	CDS	969			COG1840	putative protein
BPEKLNGJ_01245	CDS	2250	pflB	2.3.1.54		Formate acetyltransferase
BPEKLNGJ_01246	CDS	756	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
BPEKLNGJ_01247	CDS	309				hypothetical protein
BPEKLNGJ_01248	CDS	1764				hypothetical protein
BPEKLNGJ_01249	CDS	345	scn_2			Staphylococcal complement inhibitor
BPEKLNGJ_01250	CDS	1998				Staphylocoagulase
BPEKLNGJ_01251	CDS	1185	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
BPEKLNGJ_01252	CDS	2262	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
BPEKLNGJ_01253	CDS	1212	caiA	1.3.8.13		Crotonobetainyl-CoA reductase
BPEKLNGJ_01254	CDS	1506	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
BPEKLNGJ_01255	CDS	1563	carA_1	2.8.3.23	COG4670	Caffeate CoA-transferase
BPEKLNGJ_01256	CDS	1230				hypothetical protein
BPEKLNGJ_01257	CDS	1476	nikA		COG0747	Nickel-binding protein NikA
BPEKLNGJ_01258	CDS	357				hypothetical protein
BPEKLNGJ_01259	CDS	174				hypothetical protein
BPEKLNGJ_01260	CDS	1146	hmp	1.14.12.17	COG1017	Flavohemoprotein
BPEKLNGJ_01261	CDS	954	ldh1	1.1.1.27		L-lactate dehydrogenase 1
BPEKLNGJ_01262	CDS	1530	ptsG_2	2.7.1.199		PTS system glucose-specific EIICBA component
BPEKLNGJ_01263	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
BPEKLNGJ_01264	CDS	2097				hypothetical protein
BPEKLNGJ_01265	CDS	468	mtlF_2		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
BPEKLNGJ_01266	CDS	279	gatB_2	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
BPEKLNGJ_01267	CDS	1260	gatC_2		COG3775	PTS system galactitol-specific EIIC component
BPEKLNGJ_01268	CDS	1056		1.1.1.301		D-arabitol-phosphate dehydrogenase
BPEKLNGJ_01269	CDS	147				hypothetical protein
BPEKLNGJ_01270	CDS	1044	gatD_2	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
BPEKLNGJ_01271	CDS	717	tarI2	2.7.7.40		Ribitol-5-phosphate cytidylyltransferase 2
BPEKLNGJ_01272	CDS	1026	tarJ'	1.1.1.405	COG1063	Ribulose-5-phosphate reductase 2
BPEKLNGJ_01273	CDS	1695	tarK	2.7.8.14	COG1887	Teichoic acid ribitol-phosphate polymerase TarK
BPEKLNGJ_01274	CDS	1170	tarF	2.7.8.45	COG1887	Teichoic acid glycerol-phosphate transferase
BPEKLNGJ_01275	CDS	717	tarI1	2.7.7.40		Ribitol-5-phosphate cytidylyltransferase 1
BPEKLNGJ_01276	CDS	1026	tarJ	1.1.1.405	COG1063	Ribulose-5-phosphate reductase 1
BPEKLNGJ_01277	CDS	1689	tarL	2.7.8.14	COG1887	Teichoic acid ribitol-phosphate polymerase TarL
BPEKLNGJ_01278	CDS	1722	tarS	2.4.1.355		Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarS
BPEKLNGJ_01279	CDS	675	scdA			Iron-sulfur cluster repair protein ScdA
BPEKLNGJ_01280	CDS	1755	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
BPEKLNGJ_01281	CDS	741	lytR		COG3279	Sensory transduction protein LytR
BPEKLNGJ_01282	CDS	438	lrgA		COG1380	Antiholin-like protein LrgA
BPEKLNGJ_01283	CDS	702	lrgB		COG1346	Antiholin-like protein LrgB
BPEKLNGJ_01284	CDS	705	yydK		COG2188	putative HTH-type transcriptional regulator YydK
BPEKLNGJ_01285	CDS	792	ptsG_3	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
BPEKLNGJ_01286	CDS	1437	bglA	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
BPEKLNGJ_01287	CDS	762	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
BPEKLNGJ_01288	CDS	915	rbsK	2.7.1.15		Ribokinase
BPEKLNGJ_01289	CDS	405	rbsD	5.4.99.62	COG1869	D-ribose pyranase
BPEKLNGJ_01290	CDS	882	glcU_2		COG4975	putative glucose uptake protein GlcU
BPEKLNGJ_01291	CDS	999	degA		COG1609	HTH-type transcriptional regulator DegA
BPEKLNGJ_01292	CDS	393				hypothetical protein
BPEKLNGJ_01293	CDS	405				hypothetical protein
BPEKLNGJ_01294	CDS	1032	norB_3			Quinolone resistance protein NorB
BPEKLNGJ_01295	CDS	372				hypothetical protein
BPEKLNGJ_01296	CDS	993	yxeI		COG3049	putative protein YxeI
BPEKLNGJ_01297	CDS	951	lytM	3.4.24.75	COG0739	Glycyl-glycine endopeptidase LytM
BPEKLNGJ_01298	CDS	660	lnrL_2	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
BPEKLNGJ_01299	CDS	921				hypothetical protein
BPEKLNGJ_01300	CDS	1167				hypothetical protein
BPEKLNGJ_01301	CDS	1524				hypothetical protein
BPEKLNGJ_01302	CDS	903				hypothetical protein
BPEKLNGJ_01303	CDS	294	esxA			Type VII secretion system extracellular protein A
BPEKLNGJ_01304	CDS	3030	esaA		COG1511	Type VII secretion system accessory factor EsaA
BPEKLNGJ_01305	CDS	459				hypothetical protein
BPEKLNGJ_01306	CDS	243	esaB			Type VII secretion system accessory factor EsaB
BPEKLNGJ_01307	CDS	1335	essB		COG4499	Type VII secretion system protein EssB
BPEKLNGJ_01308	CDS	4440	essC		COG1674	Type VII secretion system protein EssC
BPEKLNGJ_01309	CDS	393	esxC			Type VII secretion system extracellular protein C
BPEKLNGJ_01310	CDS	315	esxB			Type VII secretion system extracellular protein B
BPEKLNGJ_01311	CDS	678	essE			Type VII secretion system protein EsaE
BPEKLNGJ_01312	CDS	312	esxD			Type VII secretion system extracellular protein D
BPEKLNGJ_01313	CDS	1854	essD			Type VII secretion systems protein EssD
BPEKLNGJ_01314	CDS	492	essG_1			Type VII secretion system protein EsaG
BPEKLNGJ_01315	CDS	684				hypothetical protein
BPEKLNGJ_01316	CDS	612				hypothetical protein
BPEKLNGJ_01317	CDS	219				hypothetical protein
BPEKLNGJ_01318	CDS	501	essG_2			Type VII secretion system protein EsaG
BPEKLNGJ_01319	CDS	501	essG_3			Type VII secretion system protein EsaG
BPEKLNGJ_01320	CDS	462	essG_4			Type VII secretion system protein EsaG
BPEKLNGJ_01321	CDS	501	essG_5			Type VII secretion system protein EsaG
BPEKLNGJ_01322	CDS	486	essG_6			Type VII secretion system protein EsaG
BPEKLNGJ_01323	CDS	375				hypothetical protein
BPEKLNGJ_01324	CDS	399				hypothetical protein
BPEKLNGJ_01325	CDS	825	focA		COG2116	putative formate transporter 1
BPEKLNGJ_01326	CDS	1308	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
BPEKLNGJ_01327	CDS	891	hel		COG2503	Lipoprotein E
BPEKLNGJ_01328	CDS	1050			COG0577	putative ABC transporter permease
BPEKLNGJ_01329	CDS	678	hrtA_2	3.6.3.-		Putative hemin import ATP-binding protein HrtA
BPEKLNGJ_01330	CDS	1032				hypothetical protein
BPEKLNGJ_01331	CDS	1119	RBKS	2.7.1.15		Ribokinase
BPEKLNGJ_01332	CDS	924	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
BPEKLNGJ_01333	CDS	1221	nupC_1		COG1972	Nucleoside permease NupC
BPEKLNGJ_01334	CDS	1533	sglT			Sodium/glucose cotransporter
BPEKLNGJ_01335	CDS	882	nanA	4.1.3.3		N-acetylneuraminate lyase
BPEKLNGJ_01336	CDS	861	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
BPEKLNGJ_01337	CDS	801	ybbH_3		COG1737	putative HTH-type transcriptional regulator YbbH
BPEKLNGJ_01338	CDS	669	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
BPEKLNGJ_01339	CDS	1362				hypothetical protein
BPEKLNGJ_01340	CDS	2073	lip2	3.1.1.3	COG1075	Lipase 2
BPEKLNGJ_01341	CDS	828				hypothetical protein
BPEKLNGJ_01342	CDS	1200		1.-.-.-		putative oxidoreductase
BPEKLNGJ_01343	CDS	1068				hypothetical protein
BPEKLNGJ_01344	CDS	333				Glycine cleavage system H-like protein
BPEKLNGJ_01345	CDS	801		3.2.1.-		Protein-ADP-ribose hydrolase
BPEKLNGJ_01346	CDS	945		2.4.2.-		Protein ADP-ribosyltransferase
BPEKLNGJ_01347	CDS	1023		6.3.1.20		Lipoate--protein ligase 2
BPEKLNGJ_01348	CDS	1026		5.1.3.2	COG1088	UDP-glucose 4-epimerase
BPEKLNGJ_01349	CDS	1347	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
BPEKLNGJ_01350	CDS	285				hypothetical protein
BPEKLNGJ_01351	CDS	444	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
BPEKLNGJ_01352	CDS	1956				hypothetical protein
BPEKLNGJ_01353	CDS	420	slyA_1			Transcriptional regulator SlyA
BPEKLNGJ_01354	CDS	1356	mepA			Multidrug export protein MepA
BPEKLNGJ_01355	CDS	441				hypothetical protein
BPEKLNGJ_01356	CDS	1359	glpT		COG2271	Glycerol-3-phosphate transporter
BPEKLNGJ_01357	CDS	927	mhqA_2	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
BPEKLNGJ_01358	CDS	1062	luxA	1.14.14.3	COG2141	Alkanal monooxygenase alpha chain
BPEKLNGJ_01359	CDS	567		1.5.1.45	COG0431	NAD(P)H-dependent FAD/FMN reductase
BPEKLNGJ_01360	CDS	996				hypothetical protein
BPEKLNGJ_01361	CDS	546	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
BPEKLNGJ_01362	CDS	855	efeM		COG2822	putative iron uptake system component EfeM
BPEKLNGJ_01363	CDS	1230	efeN	1.11.1.-	COG2837	putative deferrochelatase/peroxidase EfeN
BPEKLNGJ_01364	CDS	1713				hypothetical protein
BPEKLNGJ_01365	CDS	702	tatC2		COG0805	Sec-independent protein translocase protein TatCy
BPEKLNGJ_01366	CDS	216	tatAy			Sec-independent protein translocase protein TatAy
BPEKLNGJ_01367	CDS	390				hypothetical protein
BPEKLNGJ_01368	CDS	204				hypothetical protein
BPEKLNGJ_01369	CDS	714				hypothetical protein
BPEKLNGJ_01370	CDS	843	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BPEKLNGJ_01371	CDS	630				hypothetical protein
BPEKLNGJ_01372	CDS	1134				hypothetical protein
BPEKLNGJ_01373	CDS	1182		2.3.1.9		putative acetyl-CoA acyltransferase
BPEKLNGJ_01374	CDS	753		3.5.2.20	COG1878	Isatin hydrolase
BPEKLNGJ_01375	CDS	2229	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
BPEKLNGJ_01376	CDS	1842	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
BPEKLNGJ_01377	CDS	1161	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
BPEKLNGJ_01378	CDS	1104	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
BPEKLNGJ_01379	CDS	846	spo0J		COG1475	Stage 0 sporulation protein J
BPEKLNGJ_01380	CDS	882	mscS		COG0668	Small-conductance mechanosensitive channel
BPEKLNGJ_01381	CDS	204				hypothetical protein
BPEKLNGJ_01382	CDS	1098	ychF		COG0012	Ribosome-binding ATPase YchF
BPEKLNGJ_01383	CDS	192				hypothetical protein
BPEKLNGJ_01384	CDS	297	rpsF			30S ribosomal protein S6
